1,20.000000
2,24.000000
3,27.200000
4,29.760000
5,31.808000
6,33.446400
7,34.757120
8,35.805696
9,36.644557
10,37.315645
11,37.852516
12,38.282013
13,38.625610
14,38.900488
15,39.120391
16,39.296313
17,39.437050
18,39.549640
19,39.639712
20,39.711770
21,39.769416
22,39.815533
23,39.852426
24,39.881941
25,39.905553
26,39.924442
27,39.939554
28,39.951643
29,39.961314
30,39.969051
31,39.975241
32,39.980193
33,39.984154
34,39.987323
35,39.989859
36,39.991887
37,39.993510
38,39.994808
39,39.995846
40,39.996677
41,39.997342
42,39.997873
43,39.998299
44,39.998639
45,39.998911
46,39.999129
47,39.999303
48,39.999442
49,39.999554
50,39.999643
51,39.999715
52,39.999772
53,39.999817
54,39.999854
55,39.999883
56,39.999906
57,39.999925
58,39.999940
59,39.999952
60,39.999962
61,39.999969
62,39.999975
63,39.999980
64,39.999984
65,39.999987
66,39.999990
67,39.999992
68,39.999994
69,39.999995
70,39.999996
71,39.999997
72,39.999997
73,39.999998
74,39.999998
75,39.999999
76,39.999999
77,39.999999
78,39.999999
79,39.999999
80,40.000000
81,40.000000
82,40.000000
83,40.000000
84,40.000000
85,40.000000
86,40.000000
87,40.000000
88,40.000000
89,40.000000
90,40.000000
91,40.000000
92,40.000000
93,40.000000
94,40.000000
95,40.000000
96,40.000000
97,40.000000
98,40.000000
99,40.000000
